threshold,TP,FP,TN,FN,fpr,fnr,n_pos,n_neg
0.2481,428,45,5205,47,0.00857,0.09895,475,5250
0.2482,428,45,5205,47,0.00857,0.09895,475,5250
0.2483,428,45,5205,47,0.00857,0.09895,475,5250
0.2484,428,45,5205,47,0.00857,0.09895,475,5250
0.2485,428,45,5205,47,0.00857,0.09895,475,5250
0.2486,428,45,5205,47,0.00857,0.09895,475,5250
0.2487,428,45,5205,47,0.00857,0.09895,475,5250
0.2488,428,45,5205,47,0.00857,0.09895,475,5250
0.2489,428,45,5205,47,0.00857,0.09895,475,5250
0.249,428,45,5205,47,0.00857,0.09895,475,5250
0.2491,428,45,5205,47,0.00857,0.09895,475,5250
0.2492,428,45,5205,47,0.00857,0.09895,475,5250
0.2493,428,45,5205,47,0.00857,0.09895,475,5250
0.2494,428,45,5205,47,0.00857,0.09895,475,5250
0.2495,428,45,5205,47,0.00857,0.09895,475,5250
0.2496,428,45,5205,47,0.00857,0.09895,475,5250
0.2497,428,45,5205,47,0.00857,0.09895,475,5250
0.2498,428,45,5205,47,0.00857,0.09895,475,5250
0.2499,428,45,5205,47,0.00857,0.09895,475,5250
0.25,428,45,5205,47,0.00857,0.09895,475,5250
0.2501,428,45,5205,47,0.00857,0.09895,475,5250
0.2502,428,45,5205,47,0.00857,0.09895,475,5250
0.2503,428,45,5205,47,0.00857,0.09895,475,5250
0.2504,428,45,5205,47,0.00857,0.09895,475,5250
0.2505,428,45,5205,47,0.00857,0.09895,475,5250
0.2506,428,45,5205,47,0.00857,0.09895,475,5250
0.2507,428,45,5205,47,0.00857,0.09895,475,5250
0.2508,428,45,5205,47,0.00857,0.09895,475,5250
0.2509,428,45,5205,47,0.00857,0.09895,475,5250
0.251,428,44,5206,47,0.00838,0.09895,475,5250
0.2511,428,44,5206,47,0.00838,0.09895,475,5250
0.2512,428,44,5206,47,0.00838,0.09895,475,5250
0.2513,428,44,5206,47,0.00838,0.09895,475,5250
0.2514,428,44,5206,47,0.00838,0.09895,475,5250
0.2515,428,44,5206,47,0.00838,0.09895,475,5250
0.2516,428,44,5206,47,0.00838,0.09895,475,5250
0.2517,428,44,5206,47,0.00838,0.09895,475,5250
0.2518,428,44,5206,47,0.00838,0.09895,475,5250
0.2519,428,44,5206,47,0.00838,0.09895,475,5250
0.252,428,44,5206,47,0.00838,0.09895,475,5250
0.2521,428,44,5206,47,0.00838,0.09895,475,5250
0.2522,428,44,5206,47,0.00838,0.09895,475,5250
0.2523,428,44,5206,47,0.00838,0.09895,475,5250
0.2524,428,44,5206,47,0.00838,0.09895,475,5250
0.2525,428,44,5206,47,0.00838,0.09895,475,5250
0.2526,428,44,5206,47,0.00838,0.09895,475,5250
0.2527,428,44,5206,47,0.00838,0.09895,475,5250
0.2528,428,44,5206,47,0.00838,0.09895,475,5250
0.2529,428,44,5206,47,0.00838,0.09895,475,5250
0.253,428,44,5206,47,0.00838,0.09895,475,5250
0.2531,428,44,5206,47,0.00838,0.09895,475,5250
0.2532,428,44,5206,47,0.00838,0.09895,475,5250
0.2533,428,44,5206,47,0.00838,0.09895,475,5250
0.2534,428,44,5206,47,0.00838,0.09895,475,5250
0.2535,428,44,5206,47,0.00838,0.09895,475,5250
0.2536,428,44,5206,47,0.00838,0.09895,475,5250
0.2537,428,44,5206,47,0.00838,0.09895,475,5250
0.2538,428,44,5206,47,0.00838,0.09895,475,5250
0.2539,428,44,5206,47,0.00838,0.09895,475,5250
0.254,428,44,5206,47,0.00838,0.09895,475,5250
0.2541,428,44,5206,47,0.00838,0.09895,475,5250
0.2542,428,44,5206,47,0.00838,0.09895,475,5250
0.2543,428,44,5206,47,0.00838,0.09895,475,5250
0.2544,428,44,5206,47,0.00838,0.09895,475,5250
0.2545,428,44,5206,47,0.00838,0.09895,475,5250
0.2546,428,44,5206,47,0.00838,0.09895,475,5250
0.2547,428,44,5206,47,0.00838,0.09895,475,5250
0.2548,428,44,5206,47,0.00838,0.09895,475,5250
0.2549,428,44,5206,47,0.00838,0.09895,475,5250
0.255,428,44,5206,47,0.00838,0.09895,475,5250
0.2551,428,44,5206,47,0.00838,0.09895,475,5250
0.2552,428,44,5206,47,0.00838,0.09895,475,5250
0.2553,428,44,5206,47,0.00838,0.09895,475,5250
0.2554,428,44,5206,47,0.00838,0.09895,475,5250
0.2555,428,44,5206,47,0.00838,0.09895,475,5250
0.2556,428,44,5206,47,0.00838,0.09895,475,5250
0.2557,428,44,5206,47,0.00838,0.09895,475,5250
0.2558,428,44,5206,47,0.00838,0.09895,475,5250
0.2559,428,44,5206,47,0.00838,0.09895,475,5250
0.256,428,44,5206,47,0.00838,0.09895,475,5250
0.2561,428,44,5206,47,0.00838,0.09895,475,5250
0.2562,428,44,5206,47,0.00838,0.09895,475,5250
0.2563,428,44,5206,47,0.00838,0.09895,475,5250
0.2564,428,44,5206,47,0.00838,0.09895,475,5250
0.2565,428,44,5206,47,0.00838,0.09895,475,5250
0.2566,428,44,5206,47,0.00838,0.09895,475,5250
0.2567,428,44,5206,47,0.00838,0.09895,475,5250
0.2568,428,44,5206,47,0.00838,0.09895,475,5250
0.2569,428,44,5206,47,0.00838,0.09895,475,5250
0.257,428,44,5206,47,0.00838,0.09895,475,5250
0.2571,428,44,5206,47,0.00838,0.09895,475,5250
0.2572,428,44,5206,47,0.00838,0.09895,475,5250
0.2573,428,44,5206,47,0.00838,0.09895,475,5250
0.2574,428,44,5206,47,0.00838,0.09895,475,5250
0.2575,428,44,5206,47,0.00838,0.09895,475,5250
0.2576,428,44,5206,47,0.00838,0.09895,475,5250
0.2577,428,44,5206,47,0.00838,0.09895,475,5250
0.2578,428,44,5206,47,0.00838,0.09895,475,5250
0.2579,428,44,5206,47,0.00838,0.09895,475,5250
0.258,428,44,5206,47,0.00838,0.09895,475,5250
0.2581,428,44,5206,47,0.00838,0.09895,475,5250
0.2582,428,44,5206,47,0.00838,0.09895,475,5250
0.2583,428,44,5206,47,0.00838,0.09895,475,5250
0.2584,428,44,5206,47,0.00838,0.09895,475,5250
0.2585,428,44,5206,47,0.00838,0.09895,475,5250
0.2586,428,44,5206,47,0.00838,0.09895,475,5250
0.2587,428,44,5206,47,0.00838,0.09895,475,5250
0.2588,428,44,5206,47,0.00838,0.09895,475,5250
0.2589,428,44,5206,47,0.00838,0.09895,475,5250
0.259,428,44,5206,47,0.00838,0.09895,475,5250
0.2591,428,44,5206,47,0.00838,0.09895,475,5250
0.2592,428,44,5206,47,0.00838,0.09895,475,5250
0.2593,428,44,5206,47,0.00838,0.09895,475,5250
0.2594,428,44,5206,47,0.00838,0.09895,475,5250
0.2595,428,44,5206,47,0.00838,0.09895,475,5250
0.2596,428,44,5206,47,0.00838,0.09895,475,5250
0.2597,428,44,5206,47,0.00838,0.09895,475,5250
0.2598,428,44,5206,47,0.00838,0.09895,475,5250
0.2599,428,44,5206,47,0.00838,0.09895,475,5250
0.26,428,44,5206,47,0.00838,0.09895,475,5250
0.2601,428,44,5206,47,0.00838,0.09895,475,5250
0.2602,428,44,5206,47,0.00838,0.09895,475,5250
0.2603,428,44,5206,47,0.00838,0.09895,475,5250
0.2604,428,44,5206,47,0.00838,0.09895,475,5250
0.2605,428,44,5206,47,0.00838,0.09895,475,5250
0.2606,428,44,5206,47,0.00838,0.09895,475,5250
0.2607,428,44,5206,47,0.00838,0.09895,475,5250
0.2608,428,44,5206,47,0.00838,0.09895,475,5250
0.2609,428,44,5206,47,0.00838,0.09895,475,5250
0.261,428,44,5206,47,0.00838,0.09895,475,5250
0.2611,428,44,5206,47,0.00838,0.09895,475,5250
0.2612,428,44,5206,47,0.00838,0.09895,475,5250
0.2613,428,44,5206,47,0.00838,0.09895,475,5250
0.2614,428,44,5206,47,0.00838,0.09895,475,5250
0.2615,428,43,5207,47,0.00819,0.09895,475,5250
0.2616,428,43,5207,47,0.00819,0.09895,475,5250
0.2617,428,43,5207,47,0.00819,0.09895,475,5250
0.2618,428,43,5207,47,0.00819,0.09895,475,5250
0.2619,428,43,5207,47,0.00819,0.09895,475,5250
0.262,428,43,5207,47,0.00819,0.09895,475,5250
0.2621,428,43,5207,47,0.00819,0.09895,475,5250
0.2622,428,43,5207,47,0.00819,0.09895,475,5250
0.2623,428,43,5207,47,0.00819,0.09895,475,5250
0.2624,428,43,5207,47,0.00819,0.09895,475,5250
0.2625,428,43,5207,47,0.00819,0.09895,475,5250
0.2626,428,43,5207,47,0.00819,0.09895,475,5250
0.2627,428,43,5207,47,0.00819,0.09895,475,5250
0.2628,428,43,5207,47,0.00819,0.09895,475,5250
0.2629,428,43,5207,47,0.00819,0.09895,475,5250
0.263,428,43,5207,47,0.00819,0.09895,475,5250
0.2631,428,43,5207,47,0.00819,0.09895,475,5250
0.2632,428,43,5207,47,0.00819,0.09895,475,5250
0.2633,428,43,5207,47,0.00819,0.09895,475,5250
0.2634,428,43,5207,47,0.00819,0.09895,475,5250
0.2635,428,43,5207,47,0.00819,0.09895,475,5250
0.2636,428,43,5207,47,0.00819,0.09895,475,5250
0.2637,428,43,5207,47,0.00819,0.09895,475,5250
0.2638,428,43,5207,47,0.00819,0.09895,475,5250
0.2639,428,43,5207,47,0.00819,0.09895,475,5250
0.264,428,43,5207,47,0.00819,0.09895,475,5250
0.2641,428,42,5208,47,0.008,0.09895,475,5250
0.2642,428,42,5208,47,0.008,0.09895,475,5250
0.2643,428,42,5208,47,0.008,0.09895,475,5250
0.2644,428,42,5208,47,0.008,0.09895,475,5250
0.2645,428,42,5208,47,0.008,0.09895,475,5250
0.2646,428,42,5208,47,0.008,0.09895,475,5250
0.2647,428,42,5208,47,0.008,0.09895,475,5250
0.2648,428,42,5208,47,0.008,0.09895,475,5250
0.2649,428,42,5208,47,0.008,0.09895,475,5250
0.265,428,42,5208,47,0.008,0.09895,475,5250
0.2651,428,42,5208,47,0.008,0.09895,475,5250
0.2652,428,42,5208,47,0.008,0.09895,475,5250
0.2653,428,42,5208,47,0.008,0.09895,475,5250
0.2654,428,42,5208,47,0.008,0.09895,475,5250
0.2655,428,42,5208,47,0.008,0.09895,475,5250
0.2656,428,42,5208,47,0.008,0.09895,475,5250
0.2657,428,42,5208,47,0.008,0.09895,475,5250
0.2658,428,42,5208,47,0.008,0.09895,475,5250
0.2659,428,42,5208,47,0.008,0.09895,475,5250
0.266,428,42,5208,47,0.008,0.09895,475,5250
0.2661,428,42,5208,47,0.008,0.09895,475,5250
0.2662,428,42,5208,47,0.008,0.09895,475,5250
0.2663,428,42,5208,47,0.008,0.09895,475,5250
0.2664,428,42,5208,47,0.008,0.09895,475,5250
0.2665,428,42,5208,47,0.008,0.09895,475,5250
0.2666,428,42,5208,47,0.008,0.09895,475,5250
0.2667,428,42,5208,47,0.008,0.09895,475,5250
0.2668,428,42,5208,47,0.008,0.09895,475,5250
0.2669,428,42,5208,47,0.008,0.09895,475,5250
0.267,428,42,5208,47,0.008,0.09895,475,5250
0.2671,428,42,5208,47,0.008,0.09895,475,5250
0.2672,428,42,5208,47,0.008,0.09895,475,5250
0.2673,428,42,5208,47,0.008,0.09895,475,5250
0.2674,428,42,5208,47,0.008,0.09895,475,5250
0.2675,428,42,5208,47,0.008,0.09895,475,5250
0.2676,428,42,5208,47,0.008,0.09895,475,5250
0.2677,428,42,5208,47,0.008,0.09895,475,5250
0.2678,428,42,5208,47,0.008,0.09895,475,5250
0.2679,428,42,5208,47,0.008,0.09895,475,5250
0.268,428,42,5208,47,0.008,0.09895,475,5250
0.2681,428,42,5208,47,0.008,0.09895,475,5250
0.2682,428,42,5208,47,0.008,0.09895,475,5250
0.2683,428,42,5208,47,0.008,0.09895,475,5250
0.2684,428,42,5208,47,0.008,0.09895,475,5250
0.2685,428,42,5208,47,0.008,0.09895,475,5250
0.2686,428,42,5208,47,0.008,0.09895,475,5250
0.2687,428,42,5208,47,0.008,0.09895,475,5250
0.2688,428,42,5208,47,0.008,0.09895,475,5250
0.2689,428,42,5208,47,0.008,0.09895,475,5250
0.269,428,42,5208,47,0.008,0.09895,475,5250
0.2691,428,42,5208,47,0.008,0.09895,475,5250
0.2692,428,42,5208,47,0.008,0.09895,475,5250
0.2693,428,42,5208,47,0.008,0.09895,475,5250
0.2694,428,42,5208,47,0.008,0.09895,475,5250
0.2695,428,42,5208,47,0.008,0.09895,475,5250
0.2696,428,42,5208,47,0.008,0.09895,475,5250
0.2697,428,42,5208,47,0.008,0.09895,475,5250
0.2698,428,42,5208,47,0.008,0.09895,475,5250
0.2699,428,42,5208,47,0.008,0.09895,475,5250
0.27,428,42,5208,47,0.008,0.09895,475,5250
0.2701,428,42,5208,47,0.008,0.09895,475,5250
0.2702,428,42,5208,47,0.008,0.09895,475,5250
0.2703,428,42,5208,47,0.008,0.09895,475,5250
0.2704,428,42,5208,47,0.008,0.09895,475,5250
0.2705,428,42,5208,47,0.008,0.09895,475,5250
0.2706,428,42,5208,47,0.008,0.09895,475,5250
0.2707,428,42,5208,47,0.008,0.09895,475,5250
0.2708,428,42,5208,47,0.008,0.09895,475,5250
0.2709,428,42,5208,47,0.008,0.09895,475,5250
0.271,428,42,5208,47,0.008,0.09895,475,5250
0.2711,428,42,5208,47,0.008,0.09895,475,5250
0.2712,428,42,5208,47,0.008,0.09895,475,5250
0.2713,428,42,5208,47,0.008,0.09895,475,5250
0.2714,428,42,5208,47,0.008,0.09895,475,5250
0.2715,428,42,5208,47,0.008,0.09895,475,5250
0.2716,428,42,5208,47,0.008,0.09895,475,5250
0.2717,428,42,5208,47,0.008,0.09895,475,5250
0.2718,428,42,5208,47,0.008,0.09895,475,5250
0.2719,428,42,5208,47,0.008,0.09895,475,5250
0.272,428,42,5208,47,0.008,0.09895,475,5250
0.2721,428,42,5208,47,0.008,0.09895,475,5250
0.2722,428,42,5208,47,0.008,0.09895,475,5250
0.2723,428,42,5208,47,0.008,0.09895,475,5250
0.2724,428,42,5208,47,0.008,0.09895,475,5250
0.2725,428,42,5208,47,0.008,0.09895,475,5250
0.2726,428,42,5208,47,0.008,0.09895,475,5250
0.2727,428,42,5208,47,0.008,0.09895,475,5250
0.2728,428,42,5208,47,0.008,0.09895,475,5250
0.2729,428,42,5208,47,0.008,0.09895,475,5250
0.273,428,42,5208,47,0.008,0.09895,475,5250
0.2731,428,42,5208,47,0.008,0.09895,475,5250
0.2732,428,42,5208,47,0.008,0.09895,475,5250
0.2733,428,42,5208,47,0.008,0.09895,475,5250
0.2734,428,42,5208,47,0.008,0.09895,475,5250
0.2735,428,42,5208,47,0.008,0.09895,475,5250
0.2736,428,42,5208,47,0.008,0.09895,475,5250
0.2737,428,42,5208,47,0.008,0.09895,475,5250
0.2738,428,42,5208,47,0.008,0.09895,475,5250
0.2739,428,42,5208,47,0.008,0.09895,475,5250
0.274,428,42,5208,47,0.008,0.09895,475,5250
0.2741,428,42,5208,47,0.008,0.09895,475,5250
0.2742,428,42,5208,47,0.008,0.09895,475,5250
0.2743,428,42,5208,47,0.008,0.09895,475,5250
0.2744,428,42,5208,47,0.008,0.09895,475,5250
0.2745,428,42,5208,47,0.008,0.09895,475,5250
0.2746,428,42,5208,47,0.008,0.09895,475,5250
0.2747,428,42,5208,47,0.008,0.09895,475,5250
0.2748,428,42,5208,47,0.008,0.09895,475,5250
0.2749,428,42,5208,47,0.008,0.09895,475,5250
0.275,428,42,5208,47,0.008,0.09895,475,5250
0.2751,428,42,5208,47,0.008,0.09895,475,5250
0.2752,428,42,5208,47,0.008,0.09895,475,5250
0.2753,428,42,5208,47,0.008,0.09895,475,5250
0.2754,428,42,5208,47,0.008,0.09895,475,5250
0.2755,428,42,5208,47,0.008,0.09895,475,5250
0.2756,428,42,5208,47,0.008,0.09895,475,5250
0.2757,428,42,5208,47,0.008,0.09895,475,5250
0.2758,428,42,5208,47,0.008,0.09895,475,5250
0.2759,428,42,5208,47,0.008,0.09895,475,5250
0.276,428,42,5208,47,0.008,0.09895,475,5250
0.2761,428,42,5208,47,0.008,0.09895,475,5250
0.2762,428,42,5208,47,0.008,0.09895,475,5250
0.2763,428,42,5208,47,0.008,0.09895,475,5250
0.2764,428,42,5208,47,0.008,0.09895,475,5250
0.2765,428,42,5208,47,0.008,0.09895,475,5250
0.2766,428,42,5208,47,0.008,0.09895,475,5250
0.2767,428,42,5208,47,0.008,0.09895,475,5250
0.2768,428,42,5208,47,0.008,0.09895,475,5250
0.2769,428,42,5208,47,0.008,0.09895,475,5250
0.277,428,42,5208,47,0.008,0.09895,475,5250
0.2771,428,41,5209,47,0.00781,0.09895,475,5250
0.2772,428,41,5209,47,0.00781,0.09895,475,5250
0.2773,428,41,5209,47,0.00781,0.09895,475,5250
0.2774,428,41,5209,47,0.00781,0.09895,475,5250
0.2775,428,41,5209,47,0.00781,0.09895,475,5250
0.2776,428,41,5209,47,0.00781,0.09895,475,5250
0.2777,428,41,5209,47,0.00781,0.09895,475,5250
0.2778,428,41,5209,47,0.00781,0.09895,475,5250
0.2779,428,41,5209,47,0.00781,0.09895,475,5250
0.278,428,41,5209,47,0.00781,0.09895,475,5250
0.2781,428,41,5209,47,0.00781,0.09895,475,5250
0.2782,428,41,5209,47,0.00781,0.09895,475,5250
0.2783,428,41,5209,47,0.00781,0.09895,475,5250
0.2784,428,41,5209,47,0.00781,0.09895,475,5250
0.2785,428,41,5209,47,0.00781,0.09895,475,5250
0.2786,428,41,5209,47,0.00781,0.09895,475,5250
0.2787,428,41,5209,47,0.00781,0.09895,475,5250
0.2788,428,41,5209,47,0.00781,0.09895,475,5250
0.2789,428,41,5209,47,0.00781,0.09895,475,5250
0.279,428,41,5209,47,0.00781,0.09895,475,5250
0.2791,428,41,5209,47,0.00781,0.09895,475,5250
0.2792,428,41,5209,47,0.00781,0.09895,475,5250
0.2793,428,41,5209,47,0.00781,0.09895,475,5250
0.2794,428,41,5209,47,0.00781,0.09895,475,5250
0.2795,428,41,5209,47,0.00781,0.09895,475,5250
0.2796,428,41,5209,47,0.00781,0.09895,475,5250
0.2797,428,41,5209,47,0.00781,0.09895,475,5250
0.2798,428,41,5209,47,0.00781,0.09895,475,5250
0.2799,428,41,5209,47,0.00781,0.09895,475,5250
0.28,428,41,5209,47,0.00781,0.09895,475,5250
0.2801,428,41,5209,47,0.00781,0.09895,475,5250
0.2802,428,41,5209,47,0.00781,0.09895,475,5250
0.2803,428,41,5209,47,0.00781,0.09895,475,5250
0.2804,428,41,5209,47,0.00781,0.09895,475,5250
0.2805,428,41,5209,47,0.00781,0.09895,475,5250
0.2806,428,41,5209,47,0.00781,0.09895,475,5250
0.2807,428,41,5209,47,0.00781,0.09895,475,5250
0.2808,428,41,5209,47,0.00781,0.09895,475,5250
0.2809,428,41,5209,47,0.00781,0.09895,475,5250
0.281,428,41,5209,47,0.00781,0.09895,475,5250
0.2811,428,41,5209,47,0.00781,0.09895,475,5250
0.2812,428,41,5209,47,0.00781,0.09895,475,5250
0.2813,428,41,5209,47,0.00781,0.09895,475,5250
0.2814,428,41,5209,47,0.00781,0.09895,475,5250
0.2815,428,41,5209,47,0.00781,0.09895,475,5250
0.2816,428,41,5209,47,0.00781,0.09895,475,5250
0.2817,428,41,5209,47,0.00781,0.09895,475,5250
0.2818,428,41,5209,47,0.00781,0.09895,475,5250
0.2819,428,41,5209,47,0.00781,0.09895,475,5250
0.282,428,41,5209,47,0.00781,0.09895,475,5250
0.2821,428,41,5209,47,0.00781,0.09895,475,5250
0.2822,428,41,5209,47,0.00781,0.09895,475,5250
0.2823,428,41,5209,47,0.00781,0.09895,475,5250
0.2824,428,41,5209,47,0.00781,0.09895,475,5250
0.2825,428,41,5209,47,0.00781,0.09895,475,5250
0.2826,428,41,5209,47,0.00781,0.09895,475,5250
0.2827,428,41,5209,47,0.00781,0.09895,475,5250
0.2828,428,41,5209,47,0.00781,0.09895,475,5250
0.2829,428,41,5209,47,0.00781,0.09895,475,5250
0.283,428,41,5209,47,0.00781,0.09895,475,5250
0.2831,428,41,5209,47,0.00781,0.09895,475,5250
0.2832,428,41,5209,47,0.00781,0.09895,475,5250
0.2833,428,41,5209,47,0.00781,0.09895,475,5250
0.2834,428,41,5209,47,0.00781,0.09895,475,5250
0.2835,428,41,5209,47,0.00781,0.09895,475,5250
0.2836,428,41,5209,47,0.00781,0.09895,475,5250
0.2837,428,41,5209,47,0.00781,0.09895,475,5250
0.2838,428,41,5209,47,0.00781,0.09895,475,5250
0.2839,428,41,5209,47,0.00781,0.09895,475,5250
0.284,428,41,5209,47,0.00781,0.09895,475,5250
0.2841,428,41,5209,47,0.00781,0.09895,475,5250
0.2842,428,41,5209,47,0.00781,0.09895,475,5250
0.2843,428,41,5209,47,0.00781,0.09895,475,5250
0.2844,428,41,5209,47,0.00781,0.09895,475,5250
0.2845,428,41,5209,47,0.00781,0.09895,475,5250
0.2846,428,41,5209,47,0.00781,0.09895,475,5250
0.2847,428,41,5209,47,0.00781,0.09895,475,5250
0.2848,428,41,5209,47,0.00781,0.09895,475,5250
0.2849,428,41,5209,47,0.00781,0.09895,475,5250
0.285,428,41,5209,47,0.00781,0.09895,475,5250
0.2851,428,41,5209,47,0.00781,0.09895,475,5250
0.2852,428,41,5209,47,0.00781,0.09895,475,5250
0.2853,428,41,5209,47,0.00781,0.09895,475,5250
0.2854,428,41,5209,47,0.00781,0.09895,475,5250
0.2855,428,41,5209,47,0.00781,0.09895,475,5250
0.2856,428,41,5209,47,0.00781,0.09895,475,5250
0.2857,428,41,5209,47,0.00781,0.09895,475,5250
0.2858,428,41,5209,47,0.00781,0.09895,475,5250
0.2859,428,41,5209,47,0.00781,0.09895,475,5250
0.286,428,41,5209,47,0.00781,0.09895,475,5250
0.2861,428,41,5209,47,0.00781,0.09895,475,5250
0.2862,428,41,5209,47,0.00781,0.09895,475,5250
0.2863,428,41,5209,47,0.00781,0.09895,475,5250
0.2864,428,41,5209,47,0.00781,0.09895,475,5250
0.2865,428,41,5209,47,0.00781,0.09895,475,5250
0.2866,428,41,5209,47,0.00781,0.09895,475,5250
0.2867,428,41,5209,47,0.00781,0.09895,475,5250
0.2868,428,41,5209,47,0.00781,0.09895,475,5250
0.2869,428,41,5209,47,0.00781,0.09895,475,5250
0.287,428,41,5209,47,0.00781,0.09895,475,5250
0.2871,428,41,5209,47,0.00781,0.09895,475,5250
0.2872,428,41,5209,47,0.00781,0.09895,475,5250
0.2873,428,41,5209,47,0.00781,0.09895,475,5250
0.2874,428,41,5209,47,0.00781,0.09895,475,5250
0.2875,428,41,5209,47,0.00781,0.09895,475,5250
0.2876,428,41,5209,47,0.00781,0.09895,475,5250
0.2877,428,41,5209,47,0.00781,0.09895,475,5250
0.2878,428,41,5209,47,0.00781,0.09895,475,5250
0.2879,428,41,5209,47,0.00781,0.09895,475,5250
0.288,428,41,5209,47,0.00781,0.09895,475,5250
0.2881,428,41,5209,47,0.00781,0.09895,475,5250
0.2882,428,41,5209,47,0.00781,0.09895,475,5250
0.2883,428,41,5209,47,0.00781,0.09895,475,5250
0.2884,428,41,5209,47,0.00781,0.09895,475,5250
0.2885,428,41,5209,47,0.00781,0.09895,475,5250
0.2886,428,41,5209,47,0.00781,0.09895,475,5250
0.2887,428,41,5209,47,0.00781,0.09895,475,5250
0.2888,428,41,5209,47,0.00781,0.09895,475,5250
0.2889,428,41,5209,47,0.00781,0.09895,475,5250
0.289,428,41,5209,47,0.00781,0.09895,475,5250
0.2891,428,41,5209,47,0.00781,0.09895,475,5250
0.2892,428,41,5209,47,0.00781,0.09895,475,5250
0.2893,428,41,5209,47,0.00781,0.09895,475,5250
0.2894,428,41,5209,47,0.00781,0.09895,475,5250
0.2895,428,41,5209,47,0.00781,0.09895,475,5250
0.2896,428,41,5209,47,0.00781,0.09895,475,5250
0.2897,428,41,5209,47,0.00781,0.09895,475,5250
0.2898,428,41,5209,47,0.00781,0.09895,475,5250
0.2899,428,41,5209,47,0.00781,0.09895,475,5250
0.29,428,41,5209,47,0.00781,0.09895,475,5250
0.2901,428,41,5209,47,0.00781,0.09895,475,5250
0.2902,428,41,5209,47,0.00781,0.09895,475,5250
0.2903,428,41,5209,47,0.00781,0.09895,475,5250
0.2904,428,41,5209,47,0.00781,0.09895,475,5250
0.2905,428,41,5209,47,0.00781,0.09895,475,5250
0.2906,428,41,5209,47,0.00781,0.09895,475,5250
0.2907,428,40,5210,47,0.00762,0.09895,475,5250
0.2908,428,40,5210,47,0.00762,0.09895,475,5250
0.2909,428,40,5210,47,0.00762,0.09895,475,5250
0.291,428,40,5210,47,0.00762,0.09895,475,5250
0.2911,428,39,5211,47,0.00743,0.09895,475,5250
0.2912,428,37,5213,47,0.00705,0.09895,475,5250
0.2913,428,37,5213,47,0.00705,0.09895,475,5250
0.2914,428,37,5213,47,0.00705,0.09895,475,5250
0.2915,428,37,5213,47,0.00705,0.09895,475,5250
0.2916,428,37,5213,47,0.00705,0.09895,475,5250
0.2917,428,37,5213,47,0.00705,0.09895,475,5250
0.2918,428,37,5213,47,0.00705,0.09895,475,5250
0.2919,428,37,5213,47,0.00705,0.09895,475,5250
0.292,428,37,5213,47,0.00705,0.09895,475,5250
0.2921,428,37,5213,47,0.00705,0.09895,475,5250
0.2922,428,37,5213,47,0.00705,0.09895,475,5250
0.2923,428,37,5213,47,0.00705,0.09895,475,5250
0.2924,428,37,5213,47,0.00705,0.09895,475,5250
0.2925,428,37,5213,47,0.00705,0.09895,475,5250
0.2926,428,37,5213,47,0.00705,0.09895,475,5250
0.2927,428,37,5213,47,0.00705,0.09895,475,5250
0.2928,428,37,5213,47,0.00705,0.09895,475,5250
0.2929,428,37,5213,47,0.00705,0.09895,475,5250
0.293,428,37,5213,47,0.00705,0.09895,475,5250
0.2931,428,37,5213,47,0.00705,0.09895,475,5250
0.2932,428,37,5213,47,0.00705,0.09895,475,5250
0.2933,428,37,5213,47,0.00705,0.09895,475,5250
0.2934,428,37,5213,47,0.00705,0.09895,475,5250
0.2935,428,37,5213,47,0.00705,0.09895,475,5250
0.2936,428,37,5213,47,0.00705,0.09895,475,5250
0.2937,428,37,5213,47,0.00705,0.09895,475,5250
0.2938,428,37,5213,47,0.00705,0.09895,475,5250
0.2939,428,37,5213,47,0.00705,0.09895,475,5250
0.294,428,37,5213,47,0.00705,0.09895,475,5250
0.2941,428,37,5213,47,0.00705,0.09895,475,5250
0.2942,428,37,5213,47,0.00705,0.09895,475,5250
0.2943,428,37,5213,47,0.00705,0.09895,475,5250
0.2944,428,37,5213,47,0.00705,0.09895,475,5250
0.2945,428,37,5213,47,0.00705,0.09895,475,5250
0.2946,428,37,5213,47,0.00705,0.09895,475,5250
0.2947,428,37,5213,47,0.00705,0.09895,475,5250
0.2948,428,37,5213,47,0.00705,0.09895,475,5250
0.2949,428,37,5213,47,0.00705,0.09895,475,5250
0.295,428,37,5213,47,0.00705,0.09895,475,5250
0.2951,428,37,5213,47,0.00705,0.09895,475,5250
0.2952,428,37,5213,47,0.00705,0.09895,475,5250
0.2953,428,37,5213,47,0.00705,0.09895,475,5250
0.2954,428,37,5213,47,0.00705,0.09895,475,5250
0.2955,428,37,5213,47,0.00705,0.09895,475,5250
0.2956,428,37,5213,47,0.00705,0.09895,475,5250
0.2957,428,37,5213,47,0.00705,0.09895,475,5250
0.2958,428,37,5213,47,0.00705,0.09895,475,5250
0.2959,428,37,5213,47,0.00705,0.09895,475,5250
0.296,428,37,5213,47,0.00705,0.09895,475,5250
0.2961,428,37,5213,47,0.00705,0.09895,475,5250
0.2962,428,37,5213,47,0.00705,0.09895,475,5250
0.2963,428,37,5213,47,0.00705,0.09895,475,5250
0.2964,428,37,5213,47,0.00705,0.09895,475,5250
0.2965,428,37,5213,47,0.00705,0.09895,475,5250
0.2966,428,37,5213,47,0.00705,0.09895,475,5250
0.2967,428,37,5213,47,0.00705,0.09895,475,5250
