index,PACKAGE_NAME,logit_score,prob_malicious,label
0,2024-12-03-@solana_web3.js-v1.95.7,0.8509916204254231,0.7928133992937806,1
1,2024-12-20-@rspack_cli-v1.1.7,0.9450012353926427,0.828184760121064,1
2,2024-12-20-@rspack_core-v1.1.7,0.901336112602076,0.8119745412959152,1
3,2024-12-20-vant-v2.13.3,0.9606156267566801,0.8338697088294684,1
4,2024-12-20-vant-v2.13.4,0.9605524078847436,0.8338468215560155,1
5,2024-12-20-vant-v2.13.5,0.9600417179947707,0.8336618958319806,1
6,2024-12-20-vant-v3.6.13,0.9572772402979619,0.8326596375582671,1
7,2024-12-20-vant-v3.6.14,0.960838896958136,0.8339505312256299,1
8,2024-12-20-vant-v4.9.12,0.9600701724425917,0.8336722013088099,1
9,2024-12-20-vant-v4.9.13,0.9605426920965676,0.8338433040313574,1
10,2024-12-20-vant-v4.9.14,0.9575701105162719,0.8327659140041275,1
11,2025-03-20-@rxap_ngx-bootstrap-v19.0.3,-1.1426725696596738,0.10572839454858461,1
12,2025-04-21-xrpl-v2.14.2,-1.0322826051641392,0.14094455681858423,1
13,2025-04-21-xrpl-v4.2.1,-1.0370850603762949,0.13931607939137802,1
14,2025-04-21-xrpl-v4.2.2,-1.033925367628586,0.14038660622794805,1
15,2025-04-21-xrpl-v4.2.3,-1.0322826102380036,0.14094455509384685,1
16,2025-04-21-xrpl-v4.2.4,-1.0322681943401695,0.14094945546546334,1
17,2025-06-06-@react-native-aria_focus-v0.2.10,-1.3652628276962215,0.05133162057165964,1
18,2025-06-07-@gluestack-ui_utils-v0.1.16,-1.3808343735996966,0.04841959660976594,1
19,2025-06-07-@gluestack-ui_utils-v0.1.17,-1.3773407230072756,0.04906287507261205,1
20,2025-06-07-@react-native-aria_button-v0.2.11,-1.4017688410556637,0.0446860217742186,1
21,2025-06-07-@react-native-aria_checkbox-v0.2.11,-1.3918258588409957,0.04643353034624923,1
22,2025-06-07-@react-native-aria_combobox-v0.2.8,-1.4112520360594887,0.04306244365278726,1
23,2025-06-07-@react-native-aria_disclosure-v0.2.9,-1.3652628276962215,0.05133162057165964,1
24,2025-06-07-@react-native-aria_interactions-v0.2.17,-1.3652628276962215,0.05133162057165964,1
25,2025-06-07-@react-native-aria_listbox-v0.2.10,-1.4647682218949474,0.03467183828763084,1
26,2025-06-07-@react-native-aria_menu-v0.2.16,-1.436710225105062,0.03890937465784308,1
27,2025-06-07-@react-native-aria_overlays-v0.3.16,-1.4076866725642274,0.04366793716410007,1
28,2025-06-07-@react-native-aria_radio-v0.2.14,-1.3858777277097212,0.047501202705652605,1
29,2025-06-07-@react-native-aria_separator-v0.2.7,-1.3652628276962215,0.05133162057165964,1
30,2025-06-07-@react-native-aria_slider-v0.2.13,-1.4110801587699258,0.04309149740912685,1
31,2025-06-07-@react-native-aria_switch-v0.2.5,-1.4126813268497347,0.04282137068873507,1
32,2025-06-07-@react-native-aria_tabs-v0.2.14,-1.4166700065944677,0.04215362309704874,1
33,2025-06-07-@react-native-aria_toggle-v0.2.12,-1.3969498791075452,0.04552716679381796,1
34,2025-06-07-@react-native-aria_utils-v0.2.13,-1.501895616282849,0.02959257021713535,1
35,2025-06-09-xrpl-v4.3.0,-1.2763222477424006,0.0702120585480993,1
36,2025-06-24-@rxap_ngx-bootstrap-v19.0.4,-1.4393919315163246,0.038489125611706504,1
37,2025-07-17-got-fetch-v5.1.11,-1.3715954951871758,0.05013337908976321,1
38,2025-07-17-got-fetch-v5.1.12,-1.3711886451162545,0.050209784705773385,1
39,2025-07-18-@pkgr_core-v0.2.8,-1.3652628276962215,0.05133162057165964,1
40,2025-07-18-eslint-config-prettier-v10.1.7,-1.3765951615661731,0.049200906034512104,1
41,2025-07-18-eslint-config-prettier-v8.10.1,-1.3892149446290152,0.046900122667795814,1
42,2025-07-18-eslint-config-prettier-v9.1.1,-1.3847233893777955,0.04771034277032244,1
43,2025-07-18-eslint-plugin-prettier-v4.2.3,-1.6063673439801407,0.018258976918253927,1
44,2025-07-18-napi-postinstall-v0.3.1,-1.3729430801279214,0.049880870290384606,1
45,2025-07-18-synckit-v0.11.9,-1.374019694730659,0.04967975885149235,1
46,2025-07-19-is-v3.3.1,0.9539583030995935,0.8314536776064998,1
47,2025-07-19-is-v5.0.0,0.9488668297611049,0.8295980529953038,1
48,2025-07-20-@toptal_picasso-charts-v59.1.4,1.2841249819636078,0.9315984533096834,1
49,2025-07-20-@toptal_picasso-forms-v73.3.2,1.2779514446038416,0.9301684218153233,1
50,2025-07-20-@toptal_picasso-provider-v5.1.1,1.2749643924801557,0.9294698429081729,1
51,2025-07-20-@toptal_picasso-quote-v2.1.7,1.2820262943425034,0.9311143983468956,1
52,2025-07-20-@toptal_picasso-select-v4.2.2,1.2815607583530653,0.9310067333120094,1
53,2025-07-20-@toptal_picasso-shared-v15.1.0,1.2793298794017263,0.9304893304840691,1
54,2025-07-20-@toptal_picasso-tailwind-v3.1.0,1.2762860835471461,0.9297794810602862,1
55,2025-07-20-@toptal_picasso-typography-v4.1.4,1.2841249819636078,0.9315984533096834,1
56,2025-07-20-@toptal_picasso-utils-v3.2.0,1.2759241772107994,0.9296947802405091,1
57,2025-07-20-@xene_core-v0.4.1,1.2841249819636078,0.9315984533096834,1
58,2025-08-26-@nx_devkit-v21.5.0,1.5954498764280638,0.9807450942382351,1
59,2025-08-26-@nx_enterprise-cloud-v3.2.0,1.1757220842472031,0.9038263639634883,1
60,2025-08-26-@nx_eslint-v21.5.0,1.4123088947353453,0.9571159039494088,1
61,2025-08-26-@nx_js-v21.5.0,1.2595086141388372,0.9257859502457182,1
62,2025-08-26-@nx_key-v3.2.0,1.3902035601066636,0.9532769298843604,1
63,2025-08-26-@nx_node-v21.5.0,1.4150962271756102,0.9575837890670426,1
64,2025-08-26-@nx_workspace-v21.5.0,1.7906015835423852,0.9932608312057984,1
65,2025-09-08-ansi-regex-v6.2.1,-1.0141359769579192,0.14716894274229592,1
66,2025-09-08-ansi-styles-v6.2.2,-1.0229779644125805,0.14412226289699478,1
67,2025-09-08-backslash-v0.2.1,-0.9948970013688063,0.15388551316823765,1
68,2025-09-08-chalk-template-v1.1.1,-0.9995298980602767,0.15225743653919932,1
69,2025-09-08-color-convert-v3.1.1,-1.0067006677418977,0.14975075052408865,1
70,2025-09-08-color-name-v2.0.1,-0.9649782408854859,0.16455350318088452,1
71,2025-09-08-debug-v4.4.2,-0.9855401082330435,0.15719366963613834,1
72,2025-09-08-error-ex-v1.3.3,-0.9649782408854859,0.16455350318088452,1
73,2025-09-08-has-ansi-v6.0.1,-0.9777549107835901,0.15996600868462368,1
74,2025-09-08-is-arrayish-v0.3.3,-0.9649782408854859,0.16455350318088452,1
75,2025-09-08-simple-swizzle-v0.2.3,-0.9802967597582672,0.15905889803601375,1
76,2025-09-08-slice-ansi-v7.1.1,-0.997079671606494,0.1531176590881969,1
77,2025-09-08-supports-hyperlinks-v4.1.1,-0.9649782408854859,0.16455350318088452,1
78,2025-09-08-wrap-ansi-v9.0.1,-0.9819743458592116,0.15846124743744622,1
79,2025-09-09-@coveops_abi-v2.0.1,-1.276392696232023,0.07019557938365838,1
80,2025-09-09-@duckdb_duckdb-wasm-v1.29.2,-0.5322218243620753,0.33121138663200045,1
81,2025-09-09-@duckdb_node-api-v1.3.3,-0.9649782408854859,0.16455350318088452,1
82,2025-09-09-duckdb-v1.3.3,-0.9508887852370883,0.1696642262526734,1
83,2025-09-14-@hestjs_core-v0.2.1,2.931000323704541,0.999999980373273,1
84,2025-09-14-@hestjs_cqrs-v0.1.6,2.930586829065076,0.9999999802205766,1
85,2025-09-14-@hestjs_demo-v0.1.2,2.9291942680174654,0.9999999796980144,1
86,2025-09-14-@hestjs_eslint-config-v0.1.2,2.9293700342997524,0.9999999797646846,1
87,2025-09-14-@hestjs_logger-v0.1.6,2.9301986158232944,0.9999999800761932,1
88,2025-09-14-@hestjs_scalar-v0.1.7,2.85515820593026,0.9999999228246894,1
89,2025-09-14-@hestjs_validation-v0.1.6,2.930330399618599,0.9999999801253174,1
90,2025-09-14-@nexe_config-manager-v0.1.1,2.93092433516942,0.9999999803452958,1
91,2025-09-14-@nexe_eslint-config-v0.1.1,2.929311845537295,0.999999979742636,1
92,2025-09-14-@nexe_logger-v0.1.3,2.930131860413294,0.9999999800512651,1
93,2025-09-14-@teselagen_bio-parsers-v0.4.29,2.948648205378059,0.9999999859429793,1
94,2025-09-14-@teselagen_bounce-loader-v0.3.16,2.9293995784008944,0.9999999797758705,1
95,2025-09-14-@teselagen_file-utils-v0.3.21,2.939268558245852,0.9999999832021603,1
96,2025-09-14-@teselagen_liquibase-tools-v0.4.1,2.9637610419979747,0.9999999894873749,1
97,2025-09-14-@teselagen_range-utils-v0.3.14,2.9342444883030114,0.999999981533151,1
98,2025-09-14-@teselagen_react-list-v0.8.19,2.929576975421395,0.999999979842914,1
99,2025-09-14-@teselagen_sequence-utils-v0.3.33,2.947513774663448,0.999999985635573,1
100,2025-09-14-@thangved_callback-window-v1.1.4,2.6469661890080616,0.9999979774774955,1
101,2025-09-14-@tnf-dev_api-v1.0.8,2.647851944493796,0.9999980026107659,1
102,2025-09-14-@tnf-dev_core-v1.0.8,2.648363316103176,0.9999980169884587,1
103,2025-09-14-@tnf-dev_js-v1.0.8,2.647751560685876,0.999997999777032,1
104,2025-09-14-@tnf-dev_mui-v1.0.8,2.648022700497517,0.9999980074224684,1
105,2025-09-14-@tnf-dev_react-v1.0.8,2.6500061770103143,0.9999980625308776,1
106,2025-09-14-airchief-v0.3.1,2.8537360543339245,0.9999999208950838,1
107,2025-09-14-airpilot-v0.8.8,2.6498406657987985,0.9999980579870984,1
108,2025-09-14-create-hest-app-v0.1.9,3.103245156791846,0.9999999994212232,1
109,2025-09-14-encounter-playground-v0.0.2,2.6468630325313014,0.9999979745314089,1
110,2025-09-14-encounter-playground-v0.0.3,2.92925656683769,0.9999999797216688,1
111,2025-09-14-encounter-playground-v0.0.4,2.929464637886311,0.9999999798004828,1
112,2025-09-14-eslint-config-teselagen-v6.1.7,2.9325376046748795,0.9999999809312351,1
113,2025-09-14-graphql-sequelize-teselagen-v5.3.8,2.9329217428834484,0.9999999810682957,1
114,2025-09-14-html-to-base64-image-v1.0.2,2.6466103529292173,0.999997967298179,1
115,2025-09-14-json-rules-engine-simplified-v0.2.1,2.6513701564886776,0.9999980996017446,1
116,2025-09-14-json-rules-engine-simplified-v0.2.3,2.9327663508330843,0.9999999810129646,1
117,2025-09-14-jumpgate-v0.0.2,2.646402211460434,0.9999979613218826,1
118,2025-09-14-mcp-knowledge-base-v0.0.2,2.6465193686509836,0.999997964687783,1
119,2025-09-14-mcp-knowledge-graph-v1.2.1,2.570343238771631,0.9999942729823075,1
120,2025-09-14-oradm-to-gql-v35.0.14,2.9397740508192527,0.9999999833619366,1
