PACKAGE_NAME,A1_command_literal,A1_command_url,A1_command_variable,A1_dynamic_literal,A1_dynamic_url,A1_dynamic_variable,A2_decode_string_literal,A2_decode_variable,A3_CONFIG_OR_URL,A3_LOG_OR_MESSAGE,A3_OTHER,A3_SECRETS,B1_total_providers,B1_total_refs,B1_total_secrets,B2_EXCHANGE,B2_OTHER,B2_PUBLISH,B2_VALIDATE,B2_total_events,B2_total_providers,C1_API_PASTEBIN,C1_API_WEBHOOK_SITE,C1_CLOUD_METADATA,C1_CLOUD_PROVIDER,C1_DEV_HOST,C1_LOCALHOST,C1_PACKAGE_INFRA,C1_PUBLIC_IP,C1_domain_url_hits,C1_ip_url_hits,C1_raw_url_hits,C1_skipped_invalid_urls,C1_suspicious_ip_hits,C1_valid_url_hits,C2_cloud_auth,C2_dev_code_host,C2_other_suspicious,C2_sink_exfil,C2_total_hits,C3_generic_exec_like,C3_net_fetch,C3_net_generic_request,C3_net_node_dns_module,C3_net_node_http_module,C3_net_websocket,C3_proc_child_exec,D1_auth,D1_publish,D1_push,D2_lifecycle_hook_string,D2_pkg_json_write,D2_scripts_field_touch,E2_bin_ge_1000000,F1_hook_postinstall,F1_hook_preinstall,F1_hook_prepare,F1_optionalDependencies,F1_scripts_block,A1_command_literal_density,A1_command_url_density,A1_command_variable_density,A1_dynamic_literal_density,A1_dynamic_url_density,A1_dynamic_variable_density,A2_decode_string_literal_density,A2_decode_variable_density,A3_CONFIG_OR_URL_density,A3_LOG_OR_MESSAGE_density,A3_OTHER_density,A3_SECRETS_density,C1_CLOUD_PROVIDER_density,C1_DEV_HOST_density,C1_LOCALHOST_density,C1_PACKAGE_INFRA_density,C1_PUBLIC_IP_density,C1_domain_url_hits_density,C1_ip_url_hits_density,C1_raw_url_hits_density,C1_skipped_invalid_urls_density,C1_valid_url_hits_density,C2_cloud_auth_density,C2_dev_code_host_density,C2_total_hits_density,C3_generic_exec_like_density,C3_net_fetch_density,C3_net_generic_request_density,C3_net_node_dns_module_density,C3_net_node_http_module_density,C3_proc_child_exec_density,A1_total,A1_total_density,D1_total_hits,D1_ext_unique_ecosystems,E2_ext_ge_10000,E2_ext_ge_100000,combo4a_pkgwrite_install,combo4b_scripts_install,combo5a_secrets_highrisk_exfil,combo6a_worm_strong
2024-12-03-@solana_web3.js-v1.95.7,0,0,0,0,0,0,0,8,15,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,302,0,302,0,0,302,0,8,0,0,8,0,31,24,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03482432217721662,0.06529560408228116,0.10882600680380194,0.03482432217721662,0.0,0.0,0.5136587521139452,0.0,0.0,0.0,1.3146181621899276,0.0,1.3146181621899276,0.0,1.3146181621899276,0.0,0.03482432217721662,0.03482432217721662,0.0,0.13494424843671443,0.10447296653164986,0.0,0.008706080544304155,0.0,0,0.0,0,0,1,1,0,0,0,0
2024-12-20-@rspack_cli-v1.1.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,1,17,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.05463033021303097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2731516510651549,0.0,0.0,0.0,0.4097274765977323,0.027315165106515486,0.4643578068107633,0.027315165106515486,0.4370426417042478,0.0,0.0,0.0,0.0,0.027315165106515486,0.0,0.0,0.0,0.0,2,0.05463033021303097,0,0,1,1,0,0,0,0
2024-12-20-@rspack_core-v1.1.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,2,0,183,1,185,1,0,184,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,14,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.029270829964138843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.697708137920053,0.0,0.029270829964138843,0.0,2.6782809417187043,0.014635414982069422,2.707551771682843,0.014635414982069422,2.6929163567007737,0.0,0.0,0.0,0.0,0.014635414982069422,0.014635414982069422,0.0,0.05854165992827769,0.0,2,0.029270829964138843,0,0,1,1,0,0,0,0
2024-12-20-vant-v2.13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037504362226131426,0.0,0.0,0.0,0.26253053558292,0.0,0.26253053558292,0.0,0.26253053558292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0
2024-12-20-vant-v2.13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029592851195750943,0.0,0.0,0.0,0.251539235163883,0.0,0.251539235163883,0.0,0.251539235163883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0
2024-12-20-vant-v2.13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03352740110673951,0.0,0.0,0.0,0.2849829094072858,0.0,0.2849829094072858,0.0,0.2849829094072858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0
2024-12-20-vant-v3.6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,1,22,1,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05272460318475057,0.0,0.0,0.0,0.26362301592375287,0.013181150796187643,0.28998531751612816,0.013181150796187643,0.27680416671994046,0.0,0.0,0.0,0.0,0.013181150796187643,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0
2024-12-20-vant-v3.6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035451149556701096,0.0,0.0,0.0,0.24815804689690774,0.0,0.24815804689690774,0.0,0.24815804689690774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0
2024-12-20-vant-v4.9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03330823003063358,0.0,0.0,0.0,0.2831199552603854,0.0,0.2831199552603854,0.0,0.2831199552603854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0
2024-12-20-vant-v4.9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03817497653193318,0.0,0.0,0.0,0.26722483572353223,0.0,0.26722483572353223,0.0,0.26722483572353223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0
