package	A1_command_literal	A1_command_url	A1_command_variable	A1_dynamic_literal	A1_dynamic_url	A1_dynamic_variable	A1_total_sites	A2_decode_string_literal	A2_decode_variable	A2_total_sites	A3_CONFIG_OR_URL	A3_LOG_OR_MESSAGE	A3_OTHER	A3_SECRETS	A3_total_sites	B1_AWS	B1_Azure	B1_GCP	B1_GitHub	B1_GitLab	B1_Heroku	B1_Netlify	B1_Unknown	B1_Vercel	B1_npm	B1_total_providers	B1_total_refs	B1_total_secrets	B2_AWS	B2_Azure	B2_EXCHANGE	B2_GCP	B2_GitHub	B2_GitLab	B2_OTHER	B2_PUBLISH	B2_Unknown	B2_VALIDATE	B2_npm	B2_total_events	B2_total_providers	C1_API_AWS_GENERIC	C1_API_AWS_STS	C1_API_GITHUB_GIST	C1_API_GITHUB_RAW	C1_API_GOOGLE_ACCOUNTS	C1_API_MS_GRAPH	C1_API_MS_LOGIN	C1_API_PASTEBIN	C1_API_WEBHOOK_SITE	C1_CLOUD_METADATA	C1_CLOUD_PROVIDER	C1_DEV_HOST	C1_GENERIC_DOMAIN	C1_LOCALHOST	C1_PACKAGE_INFRA	C1_PRIVATE_IP	C1_PUBLIC_IP	C1_domain_url_hits	C1_ip_url_hits	C1_raw_url_hits	C1_skipped_invalid_urls	C1_suspicious_ip_hits	C1_valid_url_hits	C2_cloud_auth	C2_dev_code_host	C2_other_suspicious	C2_sink_exfil	C2_total_hits	C3_generic_exec_like	C3_net_fetch	C3_net_generic_request	C3_net_node_dns_module	C3_net_node_http_module	C3_net_websocket	C3_net_xmlhttprequest	C3_other_capability	C3_proc_child_exec	C3_total_hits	D1_auth	D1_ecosystem_bun	D1_ecosystem_cargo	D1_ecosystem_docker	D1_ecosystem_dotnet	D1_ecosystem_flit	D1_ecosystem_gh	D1_ecosystem_git	D1_ecosystem_go	D1_ecosystem_gradle	D1_ecosystem_mvn	D1_ecosystem_npm	D1_ecosystem_nuget	D1_ecosystem_pip	D1_ecosystem_pnpm	D1_ecosystem_podman	D1_ecosystem_poetry	D1_ecosystem_yarn	D1_publish	D1_push	D1_total_hits	D2_lifecycle_hook_string	D2_pkg_json_write	D2_scripts_field_touch	D2_total_hits	D2_unknown_prefix	E2_bin_100000_999999	E2_bin_10000_99999	E2_bin_1000_9999	E2_bin_100_999	E2_bin_ge_1000000	E2_total_long_lines	F1_hook_build	F1_hook_install	F1_hook_postbuild	F1_hook_postinstall	F1_hook_postpack	F1_hook_postpublish	F1_hook_postrestart	F1_hook_posttest	F1_hook_postversion	F1_hook_prebuild	F1_hook_preinstall	F1_hook_prepack	F1_hook_prepare	F1_hook_prepublish	F1_hook_prepublishOnly	F1_hook_prerestart	F1_hook_pretest	F1_hook_preversion	F1_hook_publish	F1_hook_restart	F1_hook_test	F1_hook_version	F1_optionalDependencies	F1_optional_hooks	F1_scripts_block	F1_total_hooks	FILESIZE_bytes	PACKAGE_SIZE_BYTES
@actbase@react-daum-postcode	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	75	1	1	0	0	174	6	219	39	5	180	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	4	0	10262044
@actbase@react-kakaosdk	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	71	1	1	0	0	170	6	215	39	5	176	20	1	0	0	21	0	8	2	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	5	0	10468012
@actbase@react-native-actionsheet	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10183335
@actbase@react-native-devtools	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	4	0	10385573
@actbase@react-native-fast-image	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	10284315
@actbase@react-native-kakao-channel	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10641348
@actbase@react-native-kakao-navi	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10290596
@actbase@react-native-less-transformer	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10208892
@actbase@react-native-naver-login	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10200673
@actbase@react-native-simple-video	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10325081
@actbase@react-native-tiktok	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	14006593
@alexcolls@nuxt-socket.io	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	10184295
@alexcolls@nuxt-ux	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	10448451
@antstackio@eslint-config-antstack	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10176490
@antstackio@express-graphql-proxy	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	214	40	5	174	20	1	0	0	21	0	8	2	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	4	0	10218562
@antstackio@graphql-body-parser	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	4	0	10181568
@antstackio@json-to-graphql	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10186944
@antstackio@shelbysam	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	12	3	0	1	2	0	9	0	0	5	53	47	72	1	1	0	0	200	6	245	39	5	206	20	1	0	0	21	0	9	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10796264
@aryanhussain@my-angular-lib	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	38	47	83	1	1	0	0	184	6	229	39	5	190	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	37	0	1	38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10414401
@asyncapi@avro-schema-parser	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10368542
@asyncapi@bundler	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10377014
@asyncapi@cli	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	68	80	1	2	0	0	201	6	254	47	5	207	20	2	0	0	22	0	16	0	0	2	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	6	0	14519191
@asyncapi@converter	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	48	69	1	1	0	0	169	6	214	39	5	175	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	1	5	0	10403109
@asyncapi@diff	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	50	61	1	1	0	0	168	6	208	34	5	174	18	1	0	0	19	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10275346
@asyncapi@generator	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2	0	3	0	2	2	0	9	0	0	5	36	67	75	1	1	0	0	195	6	240	39	5	201	20	2	0	0	22	0	9	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	11934027
@asyncapi@generator-components	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	48	69	1	1	0	0	169	6	214	39	5	175	20	1	0	0	21	0	8	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10255763
@asyncapi@generator-helpers	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10210177
